methodID,pairName,date,premium,HighBond,LowBond,meanLine,asiaPos,usPos,asiaOP,asiaCL,usOP,usCL,exOP,exCL,operation
signal1-model2,2303-UMC,2020-12-24,-0.960002429353532,-0.956634906738631,-0.964147403714619,-0.960391155226625,0,0,8.29,8.24,46.55,46.9,0.0357909806728704,0.0357462019660411,
signal1-model2,2303-UMC,2020-12-25,-0.959561404118395,-0.956624008638134,-0.964146587098348,-0.960385297868241,0,0,8.29,8.24,46.75,47.1,0.0357679376207168,0.0357909806728704,
signal1-model2,2303-UMC,2020-12-28,-0.961141836535717,-0.956650918937832,-0.96401161938141,-0.960331269159621,0,0,8.64,8.62,48.6,47.1,0.0358127708340794,0.0358243175467507,
signal1-model2,2303-UMC,2020-12-29,-0.959381548132176,-0.956563520906794,-0.963892812301189,-0.960228166603991,0,0,8.31,8.57,47.4,49.2,0.0357615420376927,0.0358127708340794,
signal1-model2,2303-UMC,2020-12-30,-0.960116788812507,-0.956538650738653,-0.963846333790131,-0.960192492264392,0,0,8.66,8.5,48.3,47.45,0.0358718656957348,0.0357602631955371,
signal1-model2,2303-UMC,2020-12-31,-0.959232679691671,-0.956474144162757,-0.963643222198384,-0.96005868318057,0,0,8.43,8.5,47.15,48.8,0.0357589844448418,0.0358718656957348,
signal1-model2,2303-UMC,2021-01-01,-0.96032572453936,-0.956867537588892,-0.962855220144005,-0.959861378866448,0,0,8.43,8.5,47.15,48.8,0.0357666583211131,0.0357615420376927,
signal1-model2,2303-UMC,2021-01-04,-0.958949319365132,-0.957238128425676,-0.962002404947711,-0.959620266686694,0,0,8.01,8.215,45.55,46.15,0.0357666583211131,0.0357615420376927,
signal1-model2,2303-UMC,2021-01-05,-0.96022128840496,-0.957290626528323,-0.961849115957212,-0.959569871242767,0,0,8.3,8.19,46.35,44.9,0.0357666583211131,0.0357615420376927,
signal1-model2,2303-UMC,2021-01-06,-0.960298264109053,-0.957400871791904,-0.96190841898029,-0.959654645386097,0,0,8.41,8.35,46.95,47.55,0.0357666583211131,0.0357615420376927,
signal1-model2,2303-UMC,2021-01-07,-0.959598862744558,-0.958243010672697,-0.961402863714631,-0.959822937193664,0,0,8.57,8.32,46.2,47.35,0.0358577165806081,0.0357973867907643,
signal1-model2,2303-UMC,2021-01-08,-0.962519762307147,-0.958189408311271,-0.961872825385994,-0.960031116848633,0,0,8.5,8.84,47.85,46.7,0.0358963313949314,0.0358577165806081,跌下限\收盘平
signal1-model2,2303-UMC,2021-01-11,-0.9607661787242,-0.958188698511576,-0.96192739392275,-0.960058046217163,0,0,9.05,8.76,50,48.2,0.0358320194926186,0.0359130903214222,
signal1-model2,2303-UMC,2021-01-12,-0.959784489907274,-0.958468201603131,-0.961803387825617,-0.960135794714374,0,0,8.73,8.91,48.45,50.5,0.0358886017800746,0.0358320194926186,
signal1-model2,2303-UMC,2021-01-13,-0.961445615160873,-0.958422064171642,-0.96191873478021,-0.960170399475926,0,0,8.89,9.02,50,49.45,0.0358551452133381,0.0358886017800746,
signal1-model2,2303-UMC,2021-01-14,-0.960249284685878,-0.958434974945643,-0.961929183380085,-0.960182079162864,0,0,8.89,9.02,49.9,49.8,0.0358512888538343,0.0358551452133381,
signal2-model1,INFO-INFY,2020-10-22,0.0171037462649657,0.0220271698965313,-0.0318724976490423,-0.00492266387625549,0,0,15.35,15.28,1129.05,1146,0.0135391280801516,0.0135336310732169,
signal2-model1,INFO-INFY,2020-10-23,0.00845402537547368,0.0230683688966953,-0.030029291293146,-0.00348046119822538,0,0,15.22,15.15,1122.5,1134.45,0.0135025654874426,0.013531799729364,
signal2-model1,INFO-INFY,2020-10-26,0.0112813046745071,0.0243811616426054,-0.0302551787262295,-0.00293700854181203,0,0,14.92,15.02,1112.45,1121,0.0134843581445523,0.013531799729364,
signal2-model1,INFO-INFY,2020-10-27,0.0135590687775153,0.0259073325933268,-0.0305826173994033,-0.00233764240303825,0,0,14.85,14.8,1090.85,1107,0.0135098621994056,0.0134843581445523,
signal2-model1,INFO-INFY,2020-10-28,0.0163609089807972,0.0275853274140782,-0.0310712454348438,-0.00174295901038276,0,0,14.38,14.5,1076.55,1080,0.0134318334452653,0.0135098621994056,
signal2-model1,INFO-INFY,2020-10-29,2.7866874365845e-06,0.027780243787239,-0.030032739871923,-0.00112624804234197,0,0,14.28,14.46,1074.85,1060.2,0.0134174158057158,0.0134318334452653,
signal2-model1,INFO-INFY,2020-10-30,0.0134721980866934,0.0280139636570518,-0.0301107471848676,-0.00104839176390787,0,0,14.27,14.23,1060.6,1070,0.0133868808567604,0.0134174158057158,
signal2-model1,INFO-INFY,2020-11-02,-0.0128583437762234,0.0273682701103851,-0.0285678581571606,-0.000599794023387756,0,0,14.25,14.36,1072.3,1065,0.0133886731824876,0.0133654103180968,
signal2-model1,INFO-INFY,2020-11-03,0.00890191522006112,0.0270205561751997,-0.028483100514166,-0.000731272169483155,0,0,14.3,14.23,1062.55,1077,0.0133600534402138,0.0133886731824876,
signal2-model1,INFO-INFY,2020-11-04,-0.0316695236767304,0.0287546106223157,-0.0332718394786412,-0.00225861442816276,0,0,14.68,14.66,1093.95,1068,0.013437248051599,0.0133600534402138,
signal2-model1,INFO-INFY,2020-11-05,-0.0151621545707927,0.0282298382147353,-0.0319657649800762,-0.00186796338267045,0,0,15.01,14.93,1104,1112,0.0134879956838414,0.0134408602150538,
signal2-model1,INFO-INFY,2020-11-06,-0.0120279334783374,0.0282249269077308,-0.03255074025694,-0.00216290667460456,0,0,14.93,15.07,1112.75,1108,0.0134770889487871,0.0134861766689144,
signal2-model1,INFO-INFY,2020-11-09,-0.0248606849942907,0.0288838947486407,-0.0341315916521421,-0.0026238484517507,0,0,14.83,15.35,1136.55,1125,0.0134807225667296,0.0134517083669626,
signal2-model1,INFO-INFY,2020-11-10,0.0537493282817401,0.040584709667235,-0.0390357299096681,0.000774489878783452,14.54,-1162.3,14.54,14.54,1091.05,1162.3,0.0134246207544637,0.0134807225667296,超上限\收盘加仓美股
signal2-model1,INFO-INFY,2020-11-11,-0.0138069735385172,0.0404224303921681,-0.0384579797190966,0.00098222533653578,0,0,15.09,14.85,1122.5,1098,0.0133976420150054,0.0134228187919463,下穿中线\开盘平
signal2-model1,INFO-INFY,2020-11-12,0.0132640552587726,0.0396343186565059,-0.0382637043554356,0.000685307150535108,0,0,14.95,14.84,1117.75,1128.1,0.0133582687683676,0.0133958472873409,
signal2-model1,INFO-INFY,2020-11-13,-0.00511660674224301,0.0389531177173582,-0.0357081463058745,0.00162248570574185,0,0,15.29,15.01,1124.2,1117.75,0.0133797163500134,0.0133600534402138,
signal2-model1,INFO-INFY,2020-11-16,-0.0163855537643463,0.0391006807846593,-0.0372050019113112,0.000947839436674064,0,0,15.46,15.29,1133.45,1137,0.0134048257372654,0.0133779264214047,
signal2-model1,INFO-INFY,2020-11-17,0.00235730171021098,0.0392743139112984,-0.0370099616706086,0.00113217612034491,0,0,15.28,15.16,1123.7,1144.75,0.0133886731824876,0.0134066228716986,
signal2-model1,INFO-INFY,2020-11-18,-0.00759551087326293,0.0392294787221913,-0.0373271433318483,0.000951167695171484,0,0,14.99,15.16,1110.55,1129,0.0134354426978369,0.0133886731824876,
signal2-model1,INFO-INFY,2020-11-19,-0.000620838038663085,0.0375817994326562,-0.0374519224726761,6.49384799900454e-05,0,0,14.83,14.93,1096.75,1100,0.013457139012246,0.0134354426978369,
signal2-model1,INFO-INFY,2020-11-20,-0.0147451794605611,0.0367627403540341,-0.0389527838776575,-0.00109502176181169,0,0,14.91,14.98,1103.35,1105.5,0.0134553283100108,0.013457139012246,
signal2-model1,INFO-INFY,2020-11-23,-0.0296773535391911,0.0362942542434642,-0.0425801635884574,-0.0031429546724966,0,0,15.38,15.3,1139.85,1105,0.013430029546065,0.0134553283100108,
signal2-model1,INFO-INFY,2020-11-24,-0.0137781214050077,0.0343811994181529,-0.0434008277813984,-0.00450981418162275,0,0,15.53,15.52,1140.05,1144,0.0134807225667296,0.0134282261313281,
signal2-model1,INFO-INFY,2020-11-25,0.0137663431530377,0.0339746660174628,-0.0432537509634843,-0.00463954247301073,0,0,15.1,15.16,1115.65,1139,0.0135080372821829,0.0134807225667296,
signal2-model1,INFO-INFY,2020-11-26,-0.00592072599819571,0.0336193881104914,-0.0434908243250761,-0.00493571810729234,0,0,15.1,15.16,1113.2,1118,0.0135025654874426,0.0135080372821829,
signal2-model1,INFO-INFY,2020-11-27,0.00207039337474124,0.0322317652421674,-0.0432433819279473,-0.00550580834288995,0,0,14.92,15,1100,1115,0.0134807225667296,0.0135025654874426,
signal2-model1,INFO-INFY,2020-11-30,-0.00625014454543349,0.0324065178456595,-0.0427573146083605,-0.00517539838135045,0,0,15.22,14.91,1100,1115,0.0134661998384056,0.0134698275862069,
signal2-model1,INFO-INFY,2020-12-01,-0.0437172484024427,0.0328663205599413,-0.0484790336848926,-0.00780635656247565,0,0,15.38,15.49,1137.85,1105.55,0.0135740464232388,0.0134661998384056,
signal2-model1,INFO-INFY,2020-12-02,-0.00559353092644765,0.0325903543671001,-0.0455954682170232,-0.00650255692496151,0,0,15.41,15.53,1140.9,1135,0.013531799729364,0.0135722041259501,
signal2-model1,INFO-INFY,2020-12-03,0.00904773276022164,0.0341693952101623,-0.0447535203269839,-0.00529206255841079,0,0,15.24,15.3,1126.45,1130.6,0.0135025654874426,0.013531799729364,
signal2-model1,INFO-INFY,2020-12-04,-0.0137541222354777,0.0341526074458335,-0.0449093514383691,-0.00537837199626781,0,0,15.75,15.42,1134.65,1126,0.0135098621994056,0.0135007425408397,
signal2-model1,INFO-INFY,2020-12-07,-0.0197547093069266,0.0339413327154705,-0.0441874791392697,-0.0051230732118996,0,0,15.62,15.64,1143.5,1144,0.0135062128579146,0.0135116876097825,
signal2-model1,INFO-INFY,2020-12-08,-0.0162831590429686,0.0191412129626755,-0.0363906081189455,-0.00862469757813503,0,0,16.01,15.7,1153.35,1144.4,0.0135281385281385,0.0135062128579146,
signal2-model1,INFO-INFY,2020-12-09,-0.0287385921943374,0.0197511765781751,-0.0384937336000272,-0.00937127851092604,0,0,15.53,16.06,1175.2,1168.05,0.0135208220659816,0.0135244793075467,
signal2-model1,INFO-INFY,2020-12-10,0.0145288613260253,0.0200261020142262,-0.038642178429353,-0.00930803820756341,0,0,15.5,15.66,1167.75,1157.4,0.0135244793075467,0.0135189941868325,
signal2-model1,INFO-INFY,2020-12-11,0.0117367528115064,0.0223086766347199,-0.0392394170944717,-0.00846537022987593,0,0,15.74,15.61,1163.2,1168,0.0135208220659816,0.0135244793075467,
signal2-model1,INFO-INFY,2020-12-14,0.00380006325528259,0.0235474347218186,-0.0384596134796076,-0.00745608937889449,0,0,15.66,15.67,1164.55,1167.95,0.0135354629128316,0.0135226504394861,
signal2-model1,INFO-INFY,2020-12-15,0.00876465807681304,0.02442222914078,-0.0386936722619087,-0.00713572156056439,0,0,15.61,15.63,1154.6,1158.5,0.0135611608353675,0.0135391280801516,
signal2-model1,INFO-INFY,2020-12-16,-0.00232818892064135,0.0247572739808568,-0.0385019849067234,-0.00687235546293331,0,0,15.66,15.69,1165.7,1160,0.0135446295543817,0.0135574837310195,
signal2-model1,INFO-INFY,2020-12-17,0.0024745823201735,0.025070740533727,-0.0385059094237099,-0.00671758444499148,0,0,16.21,15.75,1159.2,1166.35,0.0135593220338983,0.0135446295543817,
signal2-model1,INFO-INFY,2020-12-18,-0.0286875685415432,0.0256987598353741,-0.0405281676334553,-0.00741470389904059,0,0,16.22,16.18,1189.8,1182,0.0135427952329361,0.0135574837310195,
signal2-model1,INFO-INFY,2020-12-21,0.0133218868329474,0.02734238012135,-0.0378718638822173,-0.00526474188043366,0,0,15.93,15.91,1177.3,1189.9,0.0134843581445523,0.013550135501355,
signal2-model1,INFO-INFY,2020-12-22,-0.0312827460455841,0.0283165723370842,-0.0405965185620091,-0.00613997311246248,0,0,16.58,16.39,1220.5,1178,0.0134625740441572,0.0134861766689144,
signal2-model1,INFO-INFY,2020-12-23,-0.027747241367224,0.0261933366024186,-0.0426246412793698,-0.00821565233847557,0,0,16.59,16.9,1253.05,1242.95,0.0134970981239034,0.0134625740441572,
signal2-model1,INFO-INFY,2020-12-24,0.0136675439030776,0.0285359071706442,-0.043008384857468,-0.0072362388434119,0,0,16.6,16.68,1236.05,1265,0.013550135501355,0.0134934556739981,
signal2-model1,INFO-INFY,2020-12-25,0.00425148429839917,0.0287774762021959,-0.0430318447966539,-0.00712718429722901,0,0,16.6,16.68,1236.05,1265,0.0135391280801516,0.0135519718118986,
signal2-model1,INFO-INFY,2020-12-28,-0.000375491007261197,0.0291973178394387,-0.0428642210800795,-0.00683345162032039,0,0,16.77,16.73,1240.3,1237.35,0.0135556459265284,0.0135299688810716,
signal2-model1,INFO-INFY,2020-12-29,-0.0050090490187269,0.0266731824124842,-0.0364692657147534,-0.0048980416511346,0,0,16.76,16.9,1250.3,1237,0.0135740464232388,0.0135574837310195,
signal2-model1,INFO-INFY,2020-12-30,0.00616089464707592,0.0276417273762505,-0.0362623681211673,-0.00431032037245842,0,0,16.93,16.87,1246.8,1252.9,0.0136258345823682,0.013575889220744,
signal2-model1,INFO-INFY,2020-12-31,-0.00138882881843838,0.0265369106468594,-0.0362012075496423,-0.00483214845139142,0,0,16.95,17.01,1255.8,1243,0.013646288209607,0.0136239782016349,
signal2-model1,INFO-INFY,2021-01-01,0.0076042103702354,0.0277796803025952,-0.0353081439448067,-0.00376423182110577,0,0,16.95,17.01,1260.45,1258.95,0.0136388434260775,0.0136481506755835,
signal2-model1,INFO-INFY,2021-01-04,-0.0111690163938285,0.0275188237977804,-0.0341887181486821,-0.00333494717545086,0,0,17.25,17.39,1288.25,1271.75,0.01363698349925,0.0136425648021828,
signal2-model1,INFO-INFY,2021-01-05,0.01444803947138,0.0293992685864102,-0.032996043085877,-0.00179838724973344,0,0,17.65,17.32,1293.8,1282,0.0136276914690651,0.0136388434260775,
signal2-model1,INFO-INFY,2021-01-06,0.0131669415326401,0.0294373043135336,-0.0288435254403027,0.000296889436615438,0,0,17.73,17.4,1282.1,1296.25,0.0136295488619327,0.0136258345823682,
signal2-model1,INFO-INFY,2021-01-07,0.00631811739943711,0.0284073077779909,-0.0286346032974188,-0.00011364775971397,0,0,17.55,17.36,1262.15,1298,0.0135685210312076,0.0136258345823682,
signal2-model1,INFO-INFY,2021-01-08,-0.0523970416979085,0.0329573268213741,-0.0395980017917435,-0.00332033748518472,-18.07,1280,18.59,18.07,1312.1,1280,0.0135814206165965,0.0135666802333469,跌下限\收盘加仓美股
signal2-model1,INFO-INFY,2021-01-11,-0.0458992208964722,0.0349509381766586,-0.0465615415622035,-0.00580530169277246,-18.07,1280,18.76,18.68,1376.2,1342.1,0.013550135501355,0.0135832654170062,
signal2-model1,INFO-INFY,2021-01-12,-0.0142587945277541,0.0333652881550075,-0.0472782368010091,-0.00695647432300082,-18.07,1280,18.6,18.92,1371.75,1378,0.0136184120931499,0.0135519718118986,
signal2-model1,INFO-INFY,2021-01-13,-0.0183364798329781,0.0328128217541612,-0.0483265994913965,-0.00775688886861766,-18.07,1280,18.43,19.03,1387.15,1379.8,0.0136128505309012,0.0136184120931499,
signal2-model1,INFO-INFY,2021-01-14,-0.00785625642061083,0.0320098354206821,-0.0485566970319959,-0.00827343080565687,-18.07,1280,18.43,19.03,1370.5,1526.45,0.0136202669572324,0.0136109976861304,
signal2-model1,2330-TSM,2020-10-22,-0.964023763376429,-0.962416072449747,-0.964943277593882,-0.963679675021815,0,0,88.21,88.44,455,450,0.0350618842256583,0.0351185250219491,
signal2-model1,2330-TSM,2020-10-23,-0.963845535812636,-0.962528332334841,-0.964931473848633,-0.963729903091737,0,0,88.31,88.25,452,458,0.0351530917144163,0.0350618842256583,
signal2-model1,2330-TSM,2020-10-26,-0.963571309996849,-0.962520992368044,-0.964927990615624,-0.963724491491834,0,0,86.73,87.21,450,455,0.03517534911534,0.0351432085749429,
signal2-model1,2330-TSM,2020-10-27,-0.963598811140407,-0.962680265943027,-0.964864875507165,-0.963772570725096,0,0,86.71,86.96,447,447.5,0.0352795907567472,0.0351716375914463,
signal2-model1,2330-TSM,2020-10-28,-0.962958230308322,-0.962674988300336,-0.964867566761891,-0.963771277531113,0,0,83.85,85.15,444,445,0.0352199485788751,0.0352808354501835,
signal2-model1,2330-TSM,2020-10-29,-0.962885468266524,-0.96259104312202,-0.964900950887715,-0.963745997004868,0,0,84.89,84.27,437,436.5,0.035229874933944,0.0352211890673429,
signal2-model1,2330-TSM,2020-10-30,-0.963530841297801,-0.962739743694079,-0.964836780546043,-0.963788262120061,0,0,83.87,84.43,432,437,0.0352820802314504,0.035229874933944,
signal2-model1,2330-TSM,2020-11-02,-0.963969779652684,-0.962823640383672,-0.964835438468595,-0.963829539426133,0,0,85.71,84.6,435.5,433,0.0352907961603614,0.0352795907567472,
signal2-model1,2330-TSM,2020-11-03,-0.964336601165246,-0.962821800973071,-0.964884169266005,-0.963852985119538,0,0,87.69,86.19,441,439.5,0.0352050695300123,0.0352907961603614,
signal2-model1,2330-TSM,2020-11-04,-0.96500743175497,-0.962758111020121,-0.965064299455804,-0.963911205237962,0,0,89.45,88.72,450,444.5,0.0352286338335799,0.0351988736360436,
signal2-model1,2330-TSM,2020-11-05,-0.964933767484462,-0.962770139394282,-0.965044030515138,-0.96390708495471,0,0,90.43,90.42,451,451.5,0.0352733686067019,0.035229874933944,
signal2-model1,2330-TSM,2020-11-06,-0.964570957357306,-0.962764115687183,-0.965114420102775,-0.963939267894979,0,0,91.41,89.81,452.5,455,0.0352137474470033,0.03527585720333,
signal2-model1,2330-TSM,2020-11-09,-0.965439180939903,-0.962650456104471,-0.965351095168092,-0.964000775636281,0,0,89.03,92.2,458.5,458,0.0351481494499315,0.035210027815922,跌下限\收盘平
signal2-model1,2330-TSM,2020-11-10,-0.963539758998205,-0.962605524432866,-0.965328482694584,-0.963967003563725,0,0,87.66,88.4,451,452,0.0351222253441978,0.0351481494499315,
signal2-model1,2330-TSM,2020-11-11,-0.96460307568663,-0.962614428076581,-0.965393500134102,-0.964003964105341,0,0,90.88,89.5,457,448.5,0.0351246926589392,0.0351222253441978,
signal2-model1,2330-TSM,2020-11-12,-0.964676811218533,-0.962728826166448,-0.96543580680016,-0.964082316483304,0,0,89.82,90.88,458,463,0.0351642168928898,0.0351222253441978,
signal2-model1,2330-TSM,2020-11-13,-0.964812734680045,-0.962721905696805,-0.965506210535024,-0.964114058115915,0,0,93.22,91.54,462,459,0.0352671486510316,0.0351642168928898,
signal2-model1,2330-TSM,2020-11-16,-0.96619369227422,-0.962530527110491,-0.965874233875643,-0.964202380493067,-96.42,470,99.27,96.42,484,470,0.0352398068858583,0.0352771016333298,跌下限\收盘加仓美股
signal2-model1,2330-TSM,2020-11-17,-0.965184595769023,-0.962597011307088,-0.965978136160257,-0.964287573733672,-96.42,470,95.71,97.98,485.5,502,0.0352236703064459,0.0352398068858583,
signal2-model1,2330-TSM,2020-11-18,-0.965287687707991,-0.962604110973776,-0.966092892515042,-0.964348501744409,-96.42,470,96.93,98.52,497,490,0.035210027815922,0.0352199485788751,
signal2-model1,2330-TSM,2020-11-19,-0.963834312922567,-0.962585181627285,-0.966092876816146,-0.964339029221716,-96.42,470,96.61,96.77,490,499,0.0351580353689836,0.0352087881135131,
signal2-model1,2330-TSM,2020-11-20,-0.964354567906472,-0.962626080981504,-0.966102880671311,-0.964364480826408,-96.42,470,95.33,96.66,488,486,0.035155563367903,0.0351580353689836,
signal2-model1,2330-TSM,2020-11-23,-0.964715001840677,-0.962718232039647,-0.966125098797552,-0.964421665418599,-96.42,470,98.13,97.16,496.5,494.5,0.0351518560179978,0.03512592644631,
signal2-model1,2330-TSM,2020-11-24,-0.964564031168408,-0.962810528848782,-0.966129323991217,-0.964469926419999,-96.42,470,96.64,98.49,492,499.5,0.0352199485788751,0.0351469141009419,
signal2-model1,2330-TSM,2020-11-25,-0.963975874379481,-0.962999958187375,-0.966041659059739,-0.964520808623557,-96.42,470,97.49,96.2,487,495,0.0352348402099996,0.035218708177784,
signal2-model1,2330-TSM,2020-11-26,-0.964344484699464,-0.963276905192856,-0.965910613697552,-0.964593759445204,-96.42,470,97.49,96.2,489,489,0.0352236703064459,0.0352162276376954,
signal2-model1,2330-TSM,2020-11-27,-0.9650470026679,-0.963438590452485,-0.965900544574934,-0.964669567513709,-96.42,470,98.74,98.54,489,487.5,0.0351864883884588,0.0352174678640606,
signal2-model1,2330-TSM,2020-11-30,-0.964886334911897,-0.963526589783987,-0.965904200769353,-0.96471539527667,-96.42,470,97.02,97.56,480.5,493,0.0350815646377828,0.0350274965848191,
signal2-model1,2330-TSM,2020-12-01,-0.965839108707154,-0.963515716369787,-0.966065324937744,-0.964790520653765,-96.42,470,100.86,98.69,490,489.5,0.0351160585735857,0.0350815646377828,
signal2-model1,2330-TSM,2020-12-02,-0.966261041762633,-0.963420048330559,-0.966286353977738,-0.964853201154149,-96.42,470,99.54,102,499,499.5,0.0351988736360436,0.0351160585735857,
signal2-model1,2330-TSM,2020-12-03,-0.965242427174666,-0.963425217450372,-0.966312050826945,-0.964868634138659,-96.42,470,99.5,101.06,497,499.5,0.0354974974264314,0.035196395889061,
signal2-model1,2330-TSM,2020-12-04,-0.965236656114931,-0.963456704343765,-0.966347133809314,-0.96490191907654,-96.42,470,103.73,101.51,503,498.5,0.0357704964944913,0.0355012780460097,
signal2-model1,2330-TSM,2020-12-07,-0.966056964039715,-0.96341467485743,-0.966450941605631,-0.96493280823153,-96.42,470,106.39,106.02,514,512,0.0357079093019104,0.0357717760686818,
signal2-model1,2330-TSM,2020-12-08,-0.965941982963106,-0.963621190556155,-0.966484648303396,-0.965052919429776,-96.42,470,105.64,107.78,524,514,0.0357040845472722,0.0357079093019104,
signal2-model1,2330-TSM,2020-12-09,-0.964703442500197,-0.963632156580916,-0.966483718959992,-0.965057937770454,-96.42,470,104.42,106.01,520,521,0.0356977117766751,0.0357040845472722,
signal2-model1,2330-TSM,2020-12-10,-0.963955708497338,-0.96352102677559,-0.966522738493198,-0.965021882634394,-96.42,470,104.23,103,512,511,0.0356760613628255,0.0356977117766751,
signal2-model1,2330-TSM,2020-12-11,-0.964894964551199,-0.963527101434011,-0.966524886821893,-0.965025994127952,-96.42,470,104.03,104.01,516,517,0.0357845768473788,0.0356569798538064,
signal2-model1,2330-TSM,2020-12-14,-0.964392872074044,-0.96351825271032,-0.966353653525566,-0.964935953117943,-96.42,470,103.56,103.77,508,512,0.0358873138345595,0.0358037952022914,
signal2-model1,2330-TSM,2020-12-15,-0.965498191847168,-0.963515536186132,-0.966387729657569,-0.96495163292185,-96.42,470,105.09,105.68,504,507,0.035954409808363,0.0358873138345595,
signal2-model1,2330-TSM,2020-12-16,-0.965916703974858,-0.96348959457022,-0.966476572900167,-0.964983083735194,-96.42,470,105.2,105.65,512,509,0.0359324469996407,0.0357232165184153,
signal2-model1,2330-TSM,2020-12-17,-0.964923903024183,-0.963644392709652,-0.966430733770897,-0.965037563240275,-96.42,470,103.9,104.9,508,515,0.0358834505526051,0.0359324469996407,
signal2-model1,2330-TSM,2020-12-18,-0.964944629075532,-0.963710279449785,-0.96642385314767,-0.965067066298728,-96.42,470,104.28,104,510,508,0.0358345875438974,0.0358834505526051,
signal2-model1,2330-TSM,2020-12-21,-0.964703950230078,-0.963709114275864,-0.966423913160532,-0.965066513718198,-96.42,470,104.83,103.56,516,512,0.035778175313059,0.0358358717075793,
signal2-model1,2330-TSM,2020-12-22,-0.964859849690663,-0.963740615206882,-0.966421994081739,-0.965081304644311,-96.42,470,103.94,105.07,509,512,0.0357398141529664,0.0357768952810275,
signal2-model1,2330-TSM,2020-12-23,-0.965240154000459,-0.963908121849001,-0.966380915401718,-0.965144518625359,-96.42,470,103.76,104.67,509,508,0.0357487577306689,0.0357398141529664,
signal2-model1,2330-TSM,2020-12-24,-0.965263809086073,-0.964012338775572,-0.966368630913808,-0.96519048484469,-96.42,470,105.97,104.76,510,511,0.0357909806728704,0.0357462019660411,
signal2-model1,2330-TSM,2020-12-25,-0.965151966126071,-0.964019344301758,-0.966372121733439,-0.965195733017598,-96.42,470,105.97,104.76,511,514,0.0357679376207168,0.0357909806728704,
signal2-model1,2330-TSM,2020-12-28,-0.96597355712567,-0.964034090319491,-0.966466097937083,-0.965250094128287,-96.42,470,106.15,107.6,515,512,0.0358127708340794,0.0358243175467507,
signal2-model1,2330-TSM,2020-12-29,-0.965526024337288,-0.964042541096156,-0.966426338723431,-0.965234439909794,-96.42,470,105.56,107,515,515,0.0357615420376927,0.0358127708340794,
signal2-model1,2330-TSM,2020-12-30,-0.965800305393312,-0.964087159561299,-0.966335646621356,-0.965211403091327,-96.42,470,108.9,107.7,525,516,0.0358718656957348,0.0357602631955371,
signal2-model1,2330-TSM,2020-12-31,-0.965652508680903,-0.964090454721572,-0.966373359611707,-0.965231907166639,-96.42,470,109.04,109.66,530,526,0.0357589844448418,0.0358718656957348,
signal2-model1,2330-TSM,2021-01-01,-0.965432031223824,-0.964096713636816,-0.966386638207352,-0.965241675922084,-96.42,470,109.04,109.66,530,526,0.0357666583211131,0.0357615420376927,
signal2-model1,2330-TSM,2021-01-04,-0.965993330438724,-0.964102754663782,-0.966374233820287,-0.965238494242035,-96.42,470,111.7,111.47,536,530,0.0357666583211131,0.0357615420376927,
signal2-model1,2330-TSM,2021-01-05,-0.965895940695306,-0.964106284883792,-0.966366099373497,-0.965236192128645,-96.42,470,112.77,112.41,542,536,0.0357666583211131,0.0357615420376927,
signal2-model1,2330-TSM,2021-01-06,-0.965950363136707,-0.964154882266066,-0.966442194054874,-0.96529853816047,-96.42,470,115.61,113.85,549,555,0.0357666583211131,0.0357615420376927,
signal2-model1,2330-TSM,2021-01-07,-0.96706424443082,-0.964236190095115,-0.966671739819173,-0.965453964957144,-119.34,554,121.43,119.34,565,554,0.0358577165806081,0.0357973867907643,跌下限\开盘平\收盘加仓美股
signal2-model1,2330-TSM,2021-01-08,-0.967818902600201,-0.9640175516183,-0.967182772100888,-0.965600161859594,0,0,118.69,125.91,580,580,0.0358963313949314,0.0358577165806081,跌下限\开盘平\收盘平
signal2-model1,2330-TSM,2021-01-11,-0.965208631390638,-0.964149953238611,-0.967131946412237,-0.965640949825424,0,0,122.6,119.74,584,577,0.0358320194926186,0.0359130903214222,
signal2-model1,2330-TSM,2021-01-12,-0.966561362442171,-0.964149688902811,-0.967238527807537,-0.965694108355174,0,0,123,125.16,591,583,0.0358886017800746,0.0358320194926186,
signal2-model1,2330-TSM,2021-01-13,-0.96590005843726,-0.964149343837096,-0.967237208319492,-0.965693276078294,0,0,119.23,124.4,605,595,0.0358551452133381,0.0358886017800746,
signal2-model1,2330-TSM,2021-01-14,-0.965124818562589,-0.964177964755779,-0.96722867895465,-0.965703321855215,0,0,119.23,124.4,592,587,0.0358512888538343,0.0358551452133381,
signal2-model1,ICICIBC-IBN,2020-10-22,-0.749419156824974,-0.743614283937933,-0.766457955088516,-0.755036119513224,0,0,11.35,11.35,412.9,416.9,0.0135391280801516,0.0135336310732169,
signal2-model1,ICICIBC-IBN,2020-10-23,-0.756226871367609,-0.743672957967293,-0.765974479292415,-0.754823718629854,0,0,11.47,11.46,416.95,416.2,0.0135025654874426,0.013531799729364,
signal2-model1,ICICIBC-IBN,2020-10-26,-0.746309177286047,-0.742798582288742,-0.765288028322321,-0.754043305305531,0,0,11.08,11.12,404.45,417.55,0.0134843581445523,0.013531799729364,
signal2-model1,ICICIBC-IBN,2020-10-27,-0.756311499036453,-0.743161711251866,-0.765495370451619,-0.754328540851743,0,0,11.16,11.19,409.95,404.55,0.0135098621994056,0.0134843581445523,
